has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,school_name,know_more_link,email,operational_status,school_category,school_management,school_type,school_location,address,pin_code,detail_school_name,source_url,extraction_timestamp,academic_year,location,class_from,class_to,class_range,year_of_establishment,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,total_teachers,male_teachers,female_teachers,extraction_status,critical_fields_extracted
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:17.820531,,DEEPAK NURSERY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/5300381/12,deepaknurseryschool2020@gmail.com,,N/A,5-Private Unaided (Recognized),N/A,2-Urban,DEEPAK NURSERY SCHOOL JUNGLIGHAT,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300381/12,2025-08-07T00:19:06.119083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:17.865618,,DEEPAK NURSERY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/5300079/12,,,N/A,5-Private Unaided (Recognized),N/A,9-NA,,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300079/12,2025-08-07T00:19:13.056558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:17.906822,,DON BOSCO SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/5300050/12,dbsandaman@gmail.com,,3-Pr. with Up.Pr. Sec. and H.Sec.,5-Private Unaided (Recognized),3-Co-educational,1-Rural,"Don Bosco School, Lalpahar, Chouldari, South Andaman - 744103",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300050/12,2025-08-07T00:19:19.950162,N/A,1-Rural,N/A,N/A,N/A,N/A,3-ICSE,3-ICSE,328,161,167,24,20,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:17.954156,,DWEEP PUNJ S V,https://kys.udiseplus.gov.in/#/schooldetail/5300371/12,dpsvgaracharma@gmail.com,,1-Primary,5-Private Unaided (Recognized),3-Co-educational,2-Urban,"Garacharma, Port Blair, South Andaman",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300371/12,2025-08-07T00:19:27.005421,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,31,19,12,6,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:17.999625,,GOVT BOYS SENIOR SECONDARY SCHOOL MIDDLE POINT,https://kys.udiseplus.gov.in/#/schooldetail/5300392/12,gbsssprincipal@gmail.com,,10-Secondary with Higher Secondary,1-Department of Education,3-Co-educational,2-Urban,"GBSSS, MIDDLE POINT, PORT BLAIR",744101,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300392/12,2025-08-07T00:19:34.062120,N/A,2-Urban,N/A,N/A,N/A,N/A,1-CBSE,1-CBSE,569,344,225,52,24,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.057762,,GOVT GIRLS SENIOR SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/5300400/12,ggsssportblair@gmail.com,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,2-Girls,2-Urban,opposite JNRM COLLEGE,744104,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300400/12,2025-08-07T00:19:40.767488,N/A,2-Urban,N/A,N/A,N/A,N/A,1-CBSE,1-CBSE,534,0,534,51,51,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.102007,,GOVT MIDDLE SCHOOL ABERDEEN (HINDI),https://kys.udiseplus.gov.in/#/schooldetail/5300387/12,gmsaberdeenhindi@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,GMS ABERDEEN Gurudwara line Port Blair,744101,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300387/12,2025-08-07T00:19:48.016394,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,21,15,6,13,11,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.166442,,GOVT MIDDLE SCHOOL BAMBOOFLAT,https://kys.udiseplus.gov.in/#/schooldetail/5300087/12,gmsbf1948@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Tapubasti , Bambooflat",744107,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300087/12,2025-08-07T00:19:55.135401,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,41,25,16,14,11,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.213860,,GOVT MIDDLE SCHOOL BEODNABAD,https://kys.udiseplus.gov.in/#/schooldetail/5300311/12,gmsbeodnabad@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"BEODNABAD,PORT BLAIR",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300311/12,2025-08-07T00:20:02.400210,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,54,25,29,8,8,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.258190,,GOVT MIDDLE SCHOOL BRICHGUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300365/12,gmsbrichgunj1957@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,BRICHGUNJ SOUTH ANDAMAN,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300365/12,2025-08-07T00:20:09.165580,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,64,29,35,16,15,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.303486,,GOVT MIDDLE SCHOOL CARBYNS COVE,https://kys.udiseplus.gov.in/#/schooldetail/5300410/12,gmscarbynscove@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,BROOKSHABAD SOUTH ANDAMAN,744112,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300410/12,2025-08-07T00:20:16.030589,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,144,76,68,20,14,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.348982,,GOVT MIDDLE SCHOOL CHOULDARI,https://kys.udiseplus.gov.in/#/schooldetail/5300337/12,gmschouldari2021@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GMS Chouldari South Andaman Port Blair,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300337/12,2025-08-07T00:20:26.669718,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,36,18,18,12,9,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.399314,,GOVT MIDDLE SCHOOL DOLLY GUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300367/12,gmsdollygunj2@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,dollygunj port blair,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300367/12,2025-08-07T00:20:33.861769,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,164,89,75,23,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.445657,,GOVT MIDDLE SCHOOL  DUGNABAD,https://kys.udiseplus.gov.in/#/schooldetail/5300403/12,gmsdugnabad2020@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,DUGNABAD SOUTH ANDAMAN,744104,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300403/12,2025-08-07T00:20:40.965237,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,145,79,66,24,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.488926,,GOVT MIDDLE SCHOOL GUPTA PARA,https://kys.udiseplus.gov.in/#/schooldetail/5300306/12,gmsguptapara2020@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Guptapara ,Suth andaman, 744103",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300306/12,2025-08-07T00:20:48.225787,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,32,20,12,12,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.533598,,GOVT MIDDLE SCHOOL HUMPHRIGUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300299/12,humfrygunjgms@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Humphrygunj, South Andaman",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300299/12,2025-08-07T00:20:56.530521,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,147,78,69,16,15,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.581821,,GOVT MIDDLE SCHOOL KALA PATHAR (H/L),https://kys.udiseplus.gov.in/#/schooldetail/5300330/12,gmskalapather@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"GMS, Kalapathar, Swarajdweep",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300330/12,2025-08-07T00:21:03.671861,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,46,21,25,7,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.625454,,GOVT MIDDLE SCHOOL KANYAPURAM,https://kys.udiseplus.gov.in/#/schooldetail/5300348/12,headmastermskanyapuram@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL KANYAPURAM WIMBERLYGUNJ PO SOUTH ANDAMAN A AND N ISLANDS PIN 744206,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300348/12,2025-08-07T00:21:10.719046,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,129,64,65,22,16,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.668726,,GOVT MIDDLE SCHOOL KRISHNA NAGAR -6,https://kys.udiseplus.gov.in/#/schooldetail/5300331/12,gmskrishnanagar1961@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Krishna Nagar-6, Swaraj Dweep, Pin-744211",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300331/12,2025-08-07T00:21:17.614061,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,58,34,24,10,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.725113,,GOVT MIDDLE SCHOOL LALTHA SINGH GROUND,https://kys.udiseplus.gov.in/#/schooldetail/5300386/12,gmshaddotelugu@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,"Near Post Office, Haddo Ward no.1, Port Blair.",744102,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300386/12,2025-08-07T00:21:25.089463,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,84,38,46,18,13,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.776839,,GOVT MIDDLE SCHOOL MANGLUTAN,https://kys.udiseplus.gov.in/#/schooldetail/5300304/12,gmsmanglutan1952@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"MANGLUTAN, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300304/12,2025-08-07T00:21:32.262821,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,304,147,157,27,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.819652,,GOVT MIDDLE SCHOOL MARIAMMAN TEMPLE,https://kys.udiseplus.gov.in/#/schooldetail/5300368/12,gmsmtemple@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,"GMS MARIAMMAN TEMPLE, AUSTINABAD, BRICHGUNJ P.O",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300368/12,2025-08-07T00:21:39.682045,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,122,75,47,19,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.863436,,GOVT MIDDLE SCHOOL NEIL ISLAND-5,https://kys.udiseplus.gov.in/#/schooldetail/5300343/12,gmsshaheeddweep@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"S/ Andaman, Andaman and Nicobar Islands",744104,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300343/12,2025-08-07T00:21:46.904975,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,49,27,22,11,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.906479,,GOVT MIDDLE SCHOOL NETAJI NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300355/12,gmsnetajinagarla@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Netaji Nagar, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300355/12,2025-08-07T00:21:53.956844,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,47,29,18,13,9,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.953009,,GOVT MIDDLE SCHOOL NEW BIMBLITAN,https://kys.udiseplus.gov.in/#/schooldetail/5300325/12,gmsnewbimblitan@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,NEW BIMBLITAN CALICUT POST SOUTH ANDAMAN,744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300325/12,2025-08-07T00:22:00.637596,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,33,22,11,14,11,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:18.996876,,GOVT MIDDLE SCHOOL OGRABRAJ,https://kys.udiseplus.gov.in/#/schooldetail/5300111/12,ograbrajschool@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL OGRABRAJ,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300111/12,2025-08-07T00:22:07.523464,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,182,107,75,22,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.041293,,GOVT MIDDLE SCHOOL RABINDRA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300354/12,gmsrabindranagar@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Rabindra Nagar, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300354/12,2025-08-07T00:22:14.184099,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,60,37,23,9,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.084288,,GOVT MIDDLE SCHOOL STRAIT ISLAND,https://kys.udiseplus.gov.in/#/schooldetail/5300342/12,gmsstraitisland@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"STRAIT ISLAND, SOUTH ANDAMAN, PIN-744211",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300342/12,2025-08-07T00:22:21.029026,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,2,0,2,1,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.131199,,GOVT MIDDLE SCHOOL WANDOOR,https://kys.udiseplus.gov.in/#/schooldetail/5300301/12,gmswandoor@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"wandoor, P.O. manglutan,south andaman",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300301/12,2025-08-07T00:22:28.153111,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,28,15,13,14,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.173922,,GOVT MIDDLE SCHOOL WRIHT MYO,https://kys.udiseplus.gov.in/#/schooldetail/5300074/12,gmswrightmyo@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL WRIGHTMYO,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300074/12,2025-08-07T00:22:35.350795,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,26,12,14,15,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.221810,,GOVT. MODEL SENIOR SECONDARY SCHOOL FERRARGUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300097/12,msssfgschool@yahoo.com,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,3-Co-educational,1-Rural,"FERRARGUNJ ,SOUTH ANDAMAN",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300097/12,2025-08-07T00:22:42.501468,N/A,1-Rural,N/A,N/A,N/A,N/A,1-CBSE,1-CBSE,321,170,151,43,24,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.279903,,GOVT PRIMARY SCHOOL  ANIKET,https://kys.udiseplus.gov.in/#/schooldetail/5300099/12,GPSANIKET19@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Aniket, Ferrargunj,S/Andaman",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300099/12,2025-08-07T00:22:49.351843,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,7,5,2,6,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.330400,,GOVT PRIMARY SCHOOL ANNA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300357/12,gpsannanagarla6@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Hut Bay, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300357/12,2025-08-07T00:22:56.532471,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,64,38,26,14,10,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.373455,,GOVT  PRIMARY SCHOOL ATTAM PAHAD,https://kys.udiseplus.gov.in/#/schooldetail/5300377/12,gpsapahar@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,GOVT PRIMARY SCHOOL ATTAMPAHAR M PAHAR,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300377/12,2025-08-07T00:23:03.889136,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,28,12,16,6,5,N/A,SUCCESS,2
