has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,school_name,know_more_link,email,operational_status,school_category,school_management,school_type,school_location,address,pin_code,detail_school_name,source_url,extraction_timestamp,academic_year,location,class_from,class_to,class_range,year_of_establishment,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,total_teachers,male_teachers,female_teachers,extraction_status,critical_fields_extracted
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.106007,,GOVT MIDDLE SCHOOL HUMPHRIGUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300299/12,humfrygunjgms@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Humphrygunj, South Andaman",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300299/12,2025-08-07T00:55:48.661036,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,147,78,69,16,15,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.145087,,GOVT MIDDLE SCHOOL KALA PATHAR (H/L),https://kys.udiseplus.gov.in/#/schooldetail/5300330/12,gmskalapather@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"GMS, Kalapathar, Swarajdweep",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300330/12,2025-08-07T00:55:55.841156,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,46,21,25,7,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.207425,,GOVT MIDDLE SCHOOL KANYAPURAM,https://kys.udiseplus.gov.in/#/schooldetail/5300348/12,headmastermskanyapuram@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL KANYAPURAM WIMBERLYGUNJ PO SOUTH ANDAMAN A AND N ISLANDS PIN 744206,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300348/12,2025-08-07T00:56:02.613193,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,129,64,65,22,16,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.251261,,GOVT MIDDLE SCHOOL KRISHNA NAGAR -6,https://kys.udiseplus.gov.in/#/schooldetail/5300331/12,gmskrishnanagar1961@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Krishna Nagar-6, Swaraj Dweep, Pin-744211",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300331/12,2025-08-07T00:56:09.465180,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,58,34,24,10,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.292993,,GOVT MIDDLE SCHOOL LALTHA SINGH GROUND,https://kys.udiseplus.gov.in/#/schooldetail/5300386/12,gmshaddotelugu@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,"Near Post Office, Haddo Ward no.1, Port Blair.",744102,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300386/12,2025-08-07T00:56:16.457695,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,84,38,46,18,13,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.333923,,GOVT MIDDLE SCHOOL MANGLUTAN,https://kys.udiseplus.gov.in/#/schooldetail/5300304/12,gmsmanglutan1952@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"MANGLUTAN, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300304/12,2025-08-07T00:56:23.869816,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,304,147,157,27,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.374520,,GOVT MIDDLE SCHOOL MARIAMMAN TEMPLE,https://kys.udiseplus.gov.in/#/schooldetail/5300368/12,gmsmtemple@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,2-Urban,"GMS MARIAMMAN TEMPLE, AUSTINABAD, BRICHGUNJ P.O",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300368/12,2025-08-07T00:56:30.603195,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,122,75,47,19,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.417549,,GOVT MIDDLE SCHOOL NEIL ISLAND-5,https://kys.udiseplus.gov.in/#/schooldetail/5300343/12,gmsshaheeddweep@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"S/ Andaman, Andaman and Nicobar Islands",744104,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300343/12,2025-08-07T00:56:38.091162,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,49,27,22,11,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.457896,,GOVT MIDDLE SCHOOL NETAJI NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300355/12,gmsnetajinagarla@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Netaji Nagar, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300355/12,2025-08-07T00:56:45.264047,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,47,29,18,13,9,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.499012,,GOVT MIDDLE SCHOOL NEW BIMBLITAN,https://kys.udiseplus.gov.in/#/schooldetail/5300325/12,gmsnewbimblitan@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,NEW BIMBLITAN CALICUT POST SOUTH ANDAMAN,744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300325/12,2025-08-07T00:56:52.098207,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,33,22,11,14,11,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.537890,,GOVT MIDDLE SCHOOL OGRABRAJ,https://kys.udiseplus.gov.in/#/schooldetail/5300111/12,ograbrajschool@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL OGRABRAJ,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300111/12,2025-08-07T00:56:59.065546,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,182,107,75,22,19,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.579677,,GOVT MIDDLE SCHOOL RABINDRA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300354/12,gmsrabindranagar@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"Rabindra Nagar, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300354/12,2025-08-07T00:57:05.961311,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,60,37,23,9,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.620140,,GOVT MIDDLE SCHOOL STRAIT ISLAND,https://kys.udiseplus.gov.in/#/schooldetail/5300342/12,gmsstraitisland@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"STRAIT ISLAND, SOUTH ANDAMAN, PIN-744211",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300342/12,2025-08-07T00:57:12.905140,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,2,0,2,1,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.662144,,GOVT MIDDLE SCHOOL WANDOOR,https://kys.udiseplus.gov.in/#/schooldetail/5300301/12,gmswandoor@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,"wandoor, P.O. manglutan,south andaman",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300301/12,2025-08-07T00:57:20.477406,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,28,15,13,14,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.723888,,GOVT MIDDLE SCHOOL WRIHT MYO,https://kys.udiseplus.gov.in/#/schooldetail/5300074/12,gmswrightmyo@gmail.com,,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL WRIGHTMYO,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300074/12,2025-08-07T00:57:27.331527,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,26,12,14,15,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.766180,,GOVT. MODEL SENIOR SECONDARY SCHOOL FERRARGUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300097/12,msssfgschool@yahoo.com,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,3-Co-educational,1-Rural,"FERRARGUNJ ,SOUTH ANDAMAN",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300097/12,2025-08-07T00:57:34.146419,N/A,1-Rural,N/A,N/A,N/A,N/A,1-CBSE,1-CBSE,321,170,151,43,24,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.807113,,GOVT PRIMARY SCHOOL  ANIKET,https://kys.udiseplus.gov.in/#/schooldetail/5300099/12,GPSANIKET19@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Aniket, Ferrargunj,S/Andaman",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300099/12,2025-08-07T00:57:40.989171,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,7,5,2,6,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.848200,,GOVT PRIMARY SCHOOL ANNA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300357/12,gpsannanagarla6@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Hut Bay, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300357/12,2025-08-07T00:57:48.165301,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,64,38,26,14,10,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.890295,,GOVT  PRIMARY SCHOOL ATTAM PAHAD,https://kys.udiseplus.gov.in/#/schooldetail/5300377/12,gpsapahar@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,GOVT PRIMARY SCHOOL ATTAMPAHAR M PAHAR,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300377/12,2025-08-07T00:57:55.583026,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,28,12,16,6,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.932848,,GOVT PRIMARY SCHOOL BADMASHPAHAR,https://kys.udiseplus.gov.in/#/schooldetail/5300340/12,gpsbadmashpahad2011@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,VILL AND P O CHOULDARI S/ANDAMAN,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300340/12,2025-08-07T00:58:02.857549,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,20,9,11,8,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,ANDAMANS,4501,2025-08-07T00:49:56.973919,,GOVT PRIMARY SCHOOL BAMBOO NALLAH,https://kys.udiseplus.gov.in/#/schooldetail/5300315/12,,,N/A,1-Department of Education,N/A,1-Rural,GOVT PRIMARY SCHOOL BAMBOO NALLAH,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300315/12,2025-08-07T00:58:09.800719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
