has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified,email,detail_school_name,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.312972,,,"GOVT. I.V SCHOOL, KHAMBLAIGLAT",https://kys.udiseplus.gov.in/#/schooldetail/2701719/12,Anjaw,Manchal,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"GOVT.IV.SCHOOL,KHAMBLAIGLAT",792104.0,,soblong@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701719/12,2025-08-20T11:45:54.128737,1-Rural,1,5,1984,1-Department of Education,1-Department of Education,NA,NA,10,5,5,N/A,2,2,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.345576,,,"GOVT.I.V.SCHOOL,LATI",https://kys.udiseplus.gov.in/#/schooldetail/2701716/12,Anjaw,Hawai-walong,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,LATI HAWAI DIST ANJAW,,,anjawgivslati1972@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701716/12,2025-08-20T11:46:02.053583,1-Rural,1,5,1972,1-Department of Education,1-Department of Education,NA,NA,10,4,6,N/A,2,2,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.387607,,,"GOVT.I.V.SCHOOL,SHIRONG",https://kys.udiseplus.gov.in/#/schooldetail/2701712/12,Anjaw,Hawai-walong,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,SHIRONG HAWAI DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701712/12,2025-08-20T11:46:10.034828,1-Rural,1,5,1980,1-Department of Education,1-Department of Education,NA,NA,12,5,7,N/A,2,2,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.423119,,,"GOVT. I.V SCHOOL, SIET",https://kys.udiseplus.gov.in/#/schooldetail/2701720/12,Anjaw,Manchal,2025-26,,1-Department of Education,- To -,N/A,1-Rural,Govt I.V. School Siet,792104.0,,edonsotawsik120@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701720/12,2025-08-20T11:46:17.837637,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.456556,,,GOVT MIDDLE SCHOOL KIBITHOO,https://kys.udiseplus.gov.in/#/schooldetail/2701695/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,VILL KIBITHOO DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701695/12,2025-08-20T11:46:25.852776,1-Rural,1,8,1982,1-Department of Education,1-Department of Education,NA,NA,20,14,6,N/A,5,4,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.488675,,,GOVT.MIDDLE SCHOOL SWAMICAMP,https://kys.udiseplus.gov.in/#/schooldetail/2701646/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT.MIDDLE.SCHOOL SWAMICAMP,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701646/12,2025-08-20T11:46:33.733008,1-Rural,1,8,2009,1-Department of Education,1-Department of Education,NA,NA,85,29,56,N/A,9,3,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.519197,,,GOVT.MIDDLE. SCHOOL WATONG,https://kys.udiseplus.gov.in/#/schooldetail/2701708/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,WATONG HAWAI DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701708/12,2025-08-20T11:46:41.699286,1-Rural,1,8,2007,1-Department of Education,1-Department of Education,NA,NA,61,25,36,N/A,7,3,4,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.551174,,,"GOVT.MIDDLSE.SCHOOL,WALLA",https://kys.udiseplus.gov.in/#/schooldetail/2701709/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GMS WALLA WALONG DIST ANJAW,792104.0,,bashaimpul@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701709/12,2025-08-20T11:46:49.600447,1-Rural,1,8,2005,1-Department of Education,1-Department of Education,NA,NA,73,36,37,N/A,8,7,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.616162,,,"GOVT.MID.SCHOOL, CHAGLAGAM",https://kys.udiseplus.gov.in/#/schooldetail/2701692/12,Anjaw,Chaglagam,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT. MIDDLE SCHOOL CHAGLAGAM,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701692/12,2025-08-20T11:46:57.544705,1-Rural,1,8,1961,1-Department of Education,1-Department of Education,NA,NA,48,22,26,N/A,5,4,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.647708,,,GOVT MID. SCHOOL CHAMELIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701645/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT MID SCHOOLCHAMELIANG .,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701645/12,2025-08-20T11:47:05.332488,1-Rural,1,8,2007,1-Department of Education,1-Department of Education,NA,NA,55,27,28,N/A,6,3,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.676944,,,"GOVT. MID. SCHOOL,CHIPRU",https://kys.udiseplus.gov.in/#/schooldetail/2701682/12,Anjaw,Chaglagam,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT. MIDDLE SCHOOL CHIPRU,792104.0,,talyosonemso@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701682/12,2025-08-20T11:47:13.215631,1-Rural,1,8,1981,1-Department of Education,1-Department of Education,NA,NA,47,23,24,N/A,7,4,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.708473,,,"GOVT.MID.SCHOOL,DINGLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701638/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL DINGLIANG.,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701638/12,2025-08-20T11:47:21.098794,1-Rural,1,8,1979,1-Department of Education,1-Department of Education,NA,NA,20,12,8,N/A,5,4,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.737743,,,"GOVT.MID.SCHOOL, DORINGKO",https://kys.udiseplus.gov.in/#/schooldetail/2701687/12,Anjaw,Chaglagam,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT. MIDDLE SCHOOL DORINGKO,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701687/12,2025-08-20T11:47:28.964918,1-Rural,1,8,1977,1-Department of Education,1-Department of Education,NA,NA,45,27,18,N/A,5,4,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.768162,,,GOVT.MID.SCHOOL GAMLIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701668/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL GAMLIANG,792104.0,,yunbijay1985@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701668/12,2025-08-20T11:47:36.983338,1-Rural,1,8,1974,1-Department of Education,1-Department of Education,NA,NA,30,17,13,N/A,7,7,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.797925,,,GOVT.MID.SCHOOL.GOILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701671/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT.MID.SCHOOL GOILIANG,792104.0,,info.kbellai@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701671/12,2025-08-20T11:47:44.828379,1-Rural,1,8,1972,1-Department of Education,1-Department of Education,NA,NA,17,8,9,N/A,7,6,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.827680,,,"GOVT.MID.SCHOOL,KHERANG",https://kys.udiseplus.gov.in/#/schooldetail/2701715/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,KHERANG HAWAI DIST ANJAW,792104.0,,yunawolum@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701715/12,2025-08-20T11:47:52.807349,1-Rural,1,8,1983,1-Department of Education,1-Department of Education,NA,NA,23,2,21,N/A,8,6,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.857341,,,"GOVT.MID.SCHOOL,KHUPA",https://kys.udiseplus.gov.in/#/schooldetail/2701642/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL KHUPA,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701642/12,2025-08-20T11:48:00.735582,1-Rural,1,8,1992,1-Department of Education,1-Department of Education,NA,NA,116,56,60,N/A,10,2,8,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.888900,,,GOVT.MID.SCHOOL LAUTUL,https://kys.udiseplus.gov.in/#/schooldetail/2701701/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,LAUTUL HAWAI DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701701/12,2025-08-20T11:48:08.601777,1-Rural,1,8,1977,1-Department of Education,1-Department of Education,NA,NA,24,7,17,N/A,6,4,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.949980,,,"GOVT.MID.SCHOOL,METANGLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701675/12,Anjaw,Chaglagam,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT. MIDDLE SCHOOL METANGLIANG,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701675/12,2025-08-20T11:48:16.485105,1-Rural,1,8,1976,1-Department of Education,1-Department of Education,NA,NA,60,35,25,N/A,5,3,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.979198,,,"GOVT.MID.SCHOOL,MOHIKONG",https://kys.udiseplus.gov.in/#/schooldetail/2701649/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT.MID.SCHOOL MOHIKONG,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701649/12,2025-08-20T11:48:24.397282,1-Rural,1,8,1977,1-Department of Education,1-Department of Education,NA,NA,12,9,3,N/A,5,5,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.007916,,,"GOVT.MID.SCHOOL , SUNG",https://kys.udiseplus.gov.in/#/schooldetail/2701714/12,Anjaw,Hawai-walong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,SUNG HAWAI ANJAW DIST,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701714/12,2025-08-20T11:48:32.400535,1-Rural,1,8,1988,1-Department of Education,1-Department of Education,NA,NA,26,11,15,N/A,8,5,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.036802,,,"GOVT.MID.SCHOOL, SUPLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701661/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT MIDDLE SCHOOL SUPLIANG,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701661/12,2025-08-20T11:48:40.641311,1-Rural,1,8,1977,1-Department of Education,1-Department of Education,NA,NA,36,20,16,N/A,8,3,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.067092,,,GOVT.MID.SCHOOL TAFRALIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701641/12,Anjaw,Hayuliang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT.MID.SCHOOL TAFRALIANG,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701641/12,2025-08-20T11:48:48.597845,1-Rural,1,8,1975,1-Department of Education,1-Department of Education,NA,NA,48,19,29,N/A,8,5,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.100182,,,GOVT.PRIMARY SCHOOL APHUMNA,https://kys.udiseplus.gov.in/#/schooldetail/2701678/12,Anjaw,Chaglagam,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT. PRIMARY SCHOOL APHUMNA,792104.0,,bellaibapan@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701678/12,2025-08-20T11:48:56.461711,1-Rural,1,5,2009,1-Department of Education,1-Department of Education,NA,NA,9,5,4,N/A,1,1,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.131876,,,"GOVT.PRIMARY SCHOOL,CHARNAI",https://kys.udiseplus.gov.in/#/schooldetail/2701706/12,Anjaw,Hawai-walong,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GPS CHARNAI HAWAI DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701706/12,2025-08-20T11:49:04.497773,1-Rural,1,5,2007,1-Department of Education,1-Department of Education,NA,NA,6,3,3,N/A,2,2,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.162824,,,"GOVT. PRIMARY SCHOOL, CHILLANG",https://kys.udiseplus.gov.in/#/schooldetail/2703440/12,Anjaw,Manchal,2025-26,,1-Department of Education,- To -,N/A,1-Rural,GOVT. PRIMARY SCHOOL CHILLANG,792104.0,,kesangtseringthungon@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703440/12,2025-08-20T11:49:12.303650,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.193805,,,GOVT PRIMARY SCHOOL CHIRANG,https://kys.udiseplus.gov.in/#/schooldetail/2701663/12,Anjaw,Hayuliang,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT PRIMARY SCHOOL CHIRANG,792104.0,,geminsaringh@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701663/12,2025-08-20T11:49:20.264851,1-Rural,1,5,2004,1-Department of Education,1-Department of Education,NA,NA,10,4,6,N/A,2,2,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.228639,,,"GOVT. PRIMARY SCHOOL, GAB",https://kys.udiseplus.gov.in/#/schooldetail/2700218/12,Anjaw,Manchal,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"GOVT. PRIMARY SCHOOL, GAB",792104.0,,sanjaykrong2020@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700218/12,2025-08-20T11:49:28.138673,1-Rural,1,5,2008,1-Department of Education,1-Department of Education,NA,NA,7,5,2,N/A,1,1,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.292950,,,"GOVT. PRIMARY SCHOOL, HAMATONG",https://kys.udiseplus.gov.in/#/schooldetail/2701721/12,Anjaw,Manchal,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT. PRIMARY SCHOOL HAMATONG,792104.0,,hakungelatso463@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701721/12,2025-08-20T11:49:36.067578,1-Rural,1,5,1994,1-Department of Education,1-Department of Education,NA,NA,17,9,8,N/A,1,1,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.325449,,,GOVT.PRIMARY SCHOOL HAYUM,https://kys.udiseplus.gov.in/#/schooldetail/2701722/12,Anjaw,Manchal,2025-26,,1-Department of Education,- To -,N/A,9-NA,,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701722/12,2025-08-20T11:49:43.908605,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.354914,,,GOVT PRIMARY SCHOOL HUILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701653/12,Anjaw,Hayuliang,2025-26,,1-Department of Education,- To -,N/A,1-Rural,GOVT PRIMARY SCHOOL HUILIANG,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701653/12,2025-08-20T11:49:51.777342,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.389145,,,GOVT.PRIMARY SCHOOL PAYA,https://kys.udiseplus.gov.in/#/schooldetail/2701639/12,Anjaw,Hayuliang,2025-26,,1-Department of Education,- To -,N/A,1-Rural,GOVT PRIMARY SCHOOL PAYA,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701639/12,2025-08-20T11:49:59.634226,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.420037,,,"GOVT. PRIMARY SCHOOL, PHANGLONGLAT",https://kys.udiseplus.gov.in/#/schooldetail/2703445/12,Anjaw,Manchal,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT. PRIMARY SCHOOL PHANGLONGAT,792104.0,,khupemmanyu@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703445/12,2025-08-20T11:50:07.525498,1-Rural,1,5,2013,1-Department of Education,1-Department of Education,NA,NA,6,2,4,N/A,1,1,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.453494,,,GOVT.PRIMARY SCHOOL RUTI,https://kys.udiseplus.gov.in/#/schooldetail/2701703/12,Anjaw,Hawai-walong,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GPS RUTI KHERANG DIST ANJAW,792104.0,,tawsikbahunso@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701703/12,2025-08-20T11:50:15.455732,1-Rural,1,5,2019,1-Department of Education,1-Department of Education,NA,NA,35,16,19,N/A,2,1,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.485220,,,GOVT.PRIMARY SCHOOL TINAI,https://kys.udiseplus.gov.in/#/schooldetail/2701696/12,Anjaw,Hawai-walong,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GPS TINAI WALONG DIST ANJAW,792104.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701696/12,2025-08-20T11:50:23.362771,1-Rural,1,5,2006,1-Department of Education,1-Department of Education,NA,NA,1,0,1,N/A,0,0,0,SUCCESS,11,2
