has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,school_name,know_more_link,email,operational_status,school_category,school_management,school_type,school_location,address,pin_code
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.855422,N/A,DNYANPRAKASH MANDAL HIGHER SECONDARY,https://kys.udiseplus.gov.in/#/schooldetail/4800213/12,dmbhss@gmail.com,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,"Mulgao, Assonora-Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.904957,N/A,DNYANPRASSARAK VIDYALAYA HS,https://kys.udiseplus.gov.in/#/schooldetail/4800744/12,dpvhsmapusa@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"Opposite. Municipal Market, Mapusa Bardez Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.952811,N/A,DNYANPRASSARAK VIDYALAYA PRIMARY,https://kys.udiseplus.gov.in/#/schooldetail/4800727/12,dpvhsmapusa@gmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,"Opp. Municipal Market, Mapusa Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.000623,N/A,DNYANSAGAR VIDHYA MANDIR,https://kys.udiseplus.gov.in/#/schooldetail/4800500/12,abhishekgawas1212@gmail.com,N/A,1-Primary,4-Government Aided,3-Co-educational,N/A,"Valpoi, Sattari Goa India",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.053340,N/A,DONA LEONOR MEMORIAL HIGH SCHOOL ALTO BETIM,https://kys.udiseplus.gov.in/#/schooldetail/4800766/12,dlmhighschool@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"Alto betim, opposite gauri petrol pump, porvorim, bardez goa.",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.133744,N/A,DON BOSCO HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800854/12,schooloffice@dbhsspanjim.edu.in,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,"M.G. Road, Panaji Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.193442,N/A,DON BOSCO HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800046/12,dbhstuem@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,Bandarwada Tuem Pernem Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.247173,N/A,DON BOSCO HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800844/12,dboscopanjim@yahoo.co.in,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1-Boys,N/A,"M.G. Road, Panjim, Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.300024,N/A,DON BOSCO HS CALANGUTE,https://kys.udiseplus.gov.in/#/schooldetail/4800755/12,donboscocal@yahoo.in,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"Near St. Alex church ,Naika Waddo , Calangute Bardez Goa 403516",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.354685,N/A,DON BOSCO NIGHT HIGHER SECONDARY SC,https://kys.udiseplus.gov.in/#/schooldetail/4800855/12,dbnhspanjim@gmail.com,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,"PANAJI, TISWADI - GOA",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.407617,N/A,DON BOSCO NIGHT HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800843/12,dbnhspanjim@gmail.com,N/A,8-Secondary Only,4-Government Aided,3-Co-educational,N/A,"Panjim, Goa India 403001",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.460352,N/A,DON BOSCO PRIMARY SCHOOL ODXEL,https://kys.udiseplus.gov.in/#/schooldetail/4800874/12,donboscoschoolodxel@gmail.com,N/A,1-Primary,4-Government Aided,3-Co-educational,N/A,odxel university goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.511577,N/A,"DR AMBEDKAR ENGLISH HIGH SCHOOL, KUCHELIM",https://kys.udiseplus.gov.in/#/schooldetail/4800728/12,dr.ambedkarehs@gmail.com,N/A,7-Upper Pr. and Secondary,4-Government Aided,3-Co-educational,N/A,"Nagsenvan Kuchelim, Bardez Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.570206,N/A,DR. AMBEDKAR HIGHER SECONDARY SCHOO,https://kys.udiseplus.gov.in/#/schooldetail/4800161/12,hssambedkar54@yahoo.co.in,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,"Rai, colvale bardez Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.620905,N/A,DR. K. B. HEDGEWAR HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800863/12,kbhhighersecondaryschool@gmail.com,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,Integrated educational Complex Plot no 3 Cujira Bambolim Goa 403202,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.672676,N/A,DR K.B.HEDGEWAR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4801577/12,kbhedgewarschool.valpoi@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"Houseno-2/295/c Near new bus stand, ward no2,Velus Valpoi Sattari Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.751591,N/A,DR. K. B. HEDGEWAR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800901/12,kbhs@rediffmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"Plot No.3, Cujira Educational Complex, Bambolim",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.804583,N/A,"DR K B HEDGEWAR PRIMARY AND HIGH SCHOOL, ASNODA",https://kys.udiseplus.gov.in/#/schooldetail/4800197/12,drkbhedgewarschoolassonoda@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,4-Government Aided,3-Co-educational,N/A,"H.No.265, Salchawada, Asnoda, Bardez, Goa- 403503",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.860941,N/A,DR. K. B. HEDGEWAR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4801586/12,kbhvidyamandir@gmail.com,N/A,1-Primary,4-Government Aided,3-Co-educational,N/A,"Karapur - Tisk, Sankhali - Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.917192,N/A,DR. K.B. HEDGEWAR VIDYAMANDIR,https://kys.udiseplus.gov.in/#/schooldetail/4800233/12,kbhvidyamandir@gmail.com,N/A,7-Upper Pr. and Secondary,4-Government Aided,3-Co-educational,N/A,"Karapur Tisk, Sankhali Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.971445,N/A,DR T B CUNHA GOVT HIGHER SEC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800856/12,tbcunhahrsec@gmail.com,N/A,11-Higher Secondary only/Jr. College,1-Department of Education,3-Co-educational,N/A,"Near Campal Parade Ground, Campal, Panaji, Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.025323,N/A,EDEN PRIMARY PRE PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800718/12,eden.school.goa@gmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,"VRINDAVAN BLDG., FEIRA - ALTO, MAPUSA",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.082686,N/A,EPHIGENIA ENGLISH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800298/12,naikmadhu085@gmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,Dias Building St.Cruz Tiswadi Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.133041,N/A,"ESTELLAR HIGHER SECONDARY SCHOOL OF EXCELLENCE, PENHA DE FRANCA, BARDEZ GOA",https://kys.udiseplus.gov.in/#/schooldetail/4801585/12,info@estellaredutech.com,N/A,11-Higher Secondary only/Jr. College,5-Private Unaided (Recognized),3-Co-educational,N/A,"1603/4, Behind Chodankar Nursing Home,Alto Porvorim, Bardez",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.187480,N/A,EZEKIEL METHODIST MIDLE SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800894/12,emsgoa@rediffmail.com,N/A,4-Upper Primary only,4-Government Aided,3-Co-educational,N/A,"Type-IV, Building-B, Goa medical college,Campus, Bambollim-goa 403202",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.237672,N/A,EZEKIEL METHODIST SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800295/12,emsgoa@rediffmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,TYPE IV G.M.C. QTRS BAMBOLIM TISWADI GOA,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.289449,N/A,FAIRYLAND HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800893/12,fairygoa@gmail.com,N/A,7-Upper Pr. and Secondary,4-Government Aided,3-Co-educational,N/A,Batim P.O Goa velha Tiswadi Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.363564,N/A,FAIRYLAND PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800809/12,yasmeenaga8@gmail.com,N/A,2-Primary with Upper Primary,4-Government Aided,3-Co-educational,N/A,"Fairyland PS, Bandarwada Opp KTC Stand, Bicholim Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.413774,N/A,FAIRYLAND PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800348/12,fairyprimary@gmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,P.O Goa-Velha Tiswadi Goa.,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.465904,N/A,FAIRYLAND SPECIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800861/12,fairylandspecial@gmail.com,N/A,1-Primary,4-Government Aided,3-Co-educational,N/A,Batim P.O Goa velha Tiswadi Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.517858,N/A,FR. AGNEL CENTRAL  SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800516/12,fragnel.pilar@gmail.com,N/A,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),3-Co-educational,N/A,"Kantia Bhat, Pilar - Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.583305,N/A,FR.AGNEL HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800507/12,fahsspilar@gmail.com,N/A,11-Higher Secondary only/Jr. College,4-Government Aided,3-Co-educational,N/A,"TISWADI, PILAR GOA 403203",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.632883,N/A,FR. AGNEL HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800347/12,fragnelhighschool@gmail.com,N/A,7-Upper Pr. and Secondary,4-Government Aided,1-Boys,N/A,"PILAR, GOA VELHA, TISWADI, GOA",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.683950,N/A,"FUTURE HOPE PRY SCHOOL, CALANGUTE",https://kys.udiseplus.gov.in/#/schooldetail/4800118/12,fhschool2002@gmail.com,N/A,1-Primary,5-Private Unaided (Recognized),3-Co-educational,N/A,"GOMES HERITAGE, GAURA VADDO, CALANGUTE, GOA, INDIA.",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.737274,N/A,G.H.S. ADVOI SATTARI,https://kys.udiseplus.gov.in/#/schooldetail/4800414/12,ghsadvoi@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"Dhatwada, Advoi Sattari Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.790104,N/A,G.H.S. AGARWADA,https://kys.udiseplus.gov.in/#/schooldetail/4800106/12,govthighschoolagarwada@rediffmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"Agarwada, Pernem- Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.844012,N/A,GHS ALTO BETIM,https://kys.udiseplus.gov.in/#/schooldetail/4800767/12,ghs01.54@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,Alto Porvorim Bardez Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.894627,N/A,G.H.S. AMBEDEM NAGARGAO,https://kys.udiseplus.gov.in/#/schooldetail/4800401/12,ghsambedem.sattari@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"Ambedem, Nagargao Valpoi Sattari - Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.967732,N/A,GHS AMONA,https://kys.udiseplus.gov.in/#/schooldetail/4800286/12,ghsamona@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"Betalwada, Amona, Bicholim - Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:38.017969,N/A,G.H.S. BHUIPAL SATTARI,https://kys.udiseplus.gov.in/#/schooldetail/4800410/12,ghsbhuipal@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,Bhuipal Valpoi sattari Goa,N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:38.069063,N/A,GHS BICHOLIM,https://kys.udiseplus.gov.in/#/schooldetail/4801556/12,ghsbicholim@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"GHS Bicholim, Bicholim Goa",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:38.121666,N/A,G.H.S. CHANDEL,https://kys.udiseplus.gov.in/#/schooldetail/4800083/12,hbgmchandel@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,"Post- Kasarwarnem, Pernem - Goa.",N/A
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:38.174900,N/A,G.H.S. DABE,https://kys.udiseplus.gov.in/#/schooldetail/4800445/12,dabemschool@gmail.com,N/A,7-Upper Pr. and Secondary,1-Department of Education,3-Co-educational,N/A,DABE SATTARI GOA,N/A
