has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified,email
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.199615,N/A,N/A,CHUBBY CHEEKS SPRING VALLEY HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800327/12,North Goa,Bardez,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,1-Rural,"Green valley, pilerne-porvorim, Bardez -Goa",403521,N/A,chubbycheeksspring@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.250269,N/A,N/A,"CORNER STONE HIGH SCHOOL, KARASWADA",https://kys.udiseplus.gov.in/#/schooldetail/4800721/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,2-Urban,Karaswada Bardez Goa,403526,N/A,johnnydias@yahoo.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.299351,N/A,N/A,DATTARAM MANTRAVADI MEM H SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800726/12,North Goa,Bardez,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,2-Urban,opp. uco bank mapusa,403507,N/A,dmmhighschool@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.349256,N/A,N/A,DATTARAM MANTRAVADI MEMO PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800752/12,North Goa,Bardez,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,2-Urban,ANSABHAT MAPUSA BARDEZ GOA,403507,N/A,manguesh1947@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.396809,N/A,N/A,DAYANAND BANDODKAR MEMORIAL HS,https://kys.udiseplus.gov.in/#/schooldetail/4800194/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"Tuant Wado, Reis Magos, Bardez, Goa.",403114,N/A,dbmhsv01.42@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.444791,N/A,N/A,DAYANAND HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800875/12,North Goa,Tiswadi,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"Bocta Wada, Chodan, Tiswadi North Goa",403102,N/A,dayanand.highschool@rediffmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.518937,N/A,N/A,"DCT'S VASANTRAO DEMPO H.S.S. OF ARTS, SCIENCE AND COMMERCE",https://kys.udiseplus.gov.in/#/schooldetail/4800900/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"13 - Santa Cruz, Cujira",403005,N/A,dctvdhss@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.565842,N/A,N/A,DEMPO HIGHER SECONDARY SCHOOL OF SCIENCE,https://kys.udiseplus.gov.in/#/schooldetail/4800924/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,5-Private Unaided (Recognized),11 To 12,3-Co-educational,2-Urban,"OLD HIGHER SECONDARY SCHOOL COMPLEX, MIRAMAR",403001,N/A,dhssst2012@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.613870,N/A,N/A,"DIOGO VAZ HIGHER SECONDARY SCHOOL, HOUSING BOARD, COLVALE, BARDEZ - GOA",https://kys.udiseplus.gov.in/#/schooldetail/4801569/12,North Goa,Bardez,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"Housing Board, Colvale, Bardez-Goa",403513,N/A,diogovazhss@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.660757,N/A,N/A,DISHA SCHOOL FOR SPECIAL CHILDREN,https://kys.udiseplus.gov.in/#/schooldetail/4801537/12,North Goa,Tiswadi,2025-26,1-Primary,4-Government Aided,1 To 4,3-Co-educational,2-Urban,"BEHIND OLD DIRECTORATE OF EDUCATION,PANAJI - GOA",403001,N/A,disha.sare.ansh@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.712246,N/A,N/A,DIVINE MERCY ENGLISH MEDIUM EDGAR F. BRAGANZA MEMORIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800725/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,"GAUNSAVADDO, MAPUSA, BARDEZ, GOA",403507,N/A,divinemercy777@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.759568,N/A,N/A,DM'S PVS SAROJINI MADHUSUDAN KUSHE HIGHER SECONDARY SCH,https://kys.udiseplus.gov.in/#/schooldetail/4800773/12,North Goa,Bardez,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"PVS KUSHE NAGAR , ASSAGAO",403507,N/A,kushehss2012@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.806674,N/A,N/A,DNYANJYOTI HS,https://kys.udiseplus.gov.in/#/schooldetail/4800228/12,North Goa,Bicholim,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,1-Rural,Karapur Sankhali Goa 403505,403505,N/A,dnyanjyotihighschool@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.855422,N/A,N/A,DNYANPRAKASH MANDAL HIGHER SECONDARY,https://kys.udiseplus.gov.in/#/schooldetail/4800213/12,North Goa,Bicholim,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"Mulgao, Assonora-Goa",403503,N/A,dmbhss@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.904957,N/A,N/A,DNYANPRASSARAK VIDYALAYA HS,https://kys.udiseplus.gov.in/#/schooldetail/4800744/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,2-Urban,"Opposite. Municipal Market, Mapusa Bardez Goa",403507,N/A,dpvhsmapusa@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:35.952811,N/A,N/A,DNYANPRASSARAK VIDYALAYA PRIMARY,https://kys.udiseplus.gov.in/#/schooldetail/4800727/12,North Goa,Bardez,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,2-Urban,"Opp. Municipal Market, Mapusa Goa",403507,N/A,dpvhsmapusa@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.000623,N/A,N/A,DNYANSAGAR VIDHYA MANDIR,https://kys.udiseplus.gov.in/#/schooldetail/4800500/12,North Goa,Sattari,2025-26,1-Primary,4-Government Aided,1 To 4,3-Co-educational,1-Rural,"Valpoi, Sattari Goa India",403506,N/A,abhishekgawas1212@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.053340,N/A,N/A,DONA LEONOR MEMORIAL HIGH SCHOOL ALTO BETIM,https://kys.udiseplus.gov.in/#/schooldetail/4800766/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"Alto betim, opposite gauri petrol pump, porvorim, bardez goa.",403521,N/A,dlmhighschool@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.133744,N/A,N/A,DON BOSCO HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800854/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,2-Urban,"M.G. Road, Panaji Goa",403001,N/A,schooloffice@dbhsspanjim.edu.in
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.193442,N/A,N/A,DON BOSCO HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800046/12,North Goa,Pernem,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,Bandarwada Tuem Pernem Goa,403512,N/A,dbhstuem@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.247173,N/A,N/A,DON BOSCO HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800844/12,North Goa,Tiswadi,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,1-Boys,2-Urban,"M.G. Road, Panjim, Goa",403001,N/A,dboscopanjim@yahoo.co.in
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.300024,N/A,N/A,DON BOSCO HS CALANGUTE,https://kys.udiseplus.gov.in/#/schooldetail/4800755/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"Near St. Alex church ,Naika Waddo , Calangute Bardez Goa 403516",403516,N/A,donboscocal@yahoo.in
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.354685,N/A,N/A,DON BOSCO NIGHT HIGHER SECONDARY SC,https://kys.udiseplus.gov.in/#/schooldetail/4800855/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,2-Urban,"PANAJI, TISWADI - GOA",403001,N/A,dbnhspanjim@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.407617,N/A,N/A,DON BOSCO NIGHT HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800843/12,North Goa,Tiswadi,2025-26,8-Secondary Only,4-Government Aided,9 To 10,3-Co-educational,2-Urban,"Panjim, Goa India 403001",403001,N/A,dbnhspanjim@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.460352,N/A,N/A,DON BOSCO PRIMARY SCHOOL ODXEL,https://kys.udiseplus.gov.in/#/schooldetail/4800874/12,North Goa,Tiswadi,2025-26,1-Primary,4-Government Aided,1 To 4,3-Co-educational,1-Rural,odxel university goa,403206,N/A,donboscoschoolodxel@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.511577,N/A,N/A,"DR AMBEDKAR ENGLISH HIGH SCHOOL, KUCHELIM",https://kys.udiseplus.gov.in/#/schooldetail/4800728/12,North Goa,Bardez,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,2-Urban,"Nagsenvan Kuchelim, Bardez Goa",403507,N/A,dr.ambedkarehs@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.570206,N/A,N/A,DR. AMBEDKAR HIGHER SECONDARY SCHOO,https://kys.udiseplus.gov.in/#/schooldetail/4800161/12,North Goa,Bardez,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"Rai, colvale bardez Goa",403513,N/A,hssambedkar54@yahoo.co.in
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.620905,N/A,N/A,DR. K. B. HEDGEWAR HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800863/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,Integrated educational Complex Plot no 3 Cujira Bambolim Goa 403202,403005,N/A,kbhhighersecondaryschool@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.672676,N/A,N/A,DR K.B.HEDGEWAR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4801577/12,North Goa,Sattari,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 9,3-Co-educational,2-Urban,"Houseno-2/295/c Near new bus stand, ward no2,Velus Valpoi Sattari Goa",403506,N/A,kbhedgewarschool.valpoi@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.751591,N/A,N/A,DR. K. B. HEDGEWAR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800901/12,North Goa,Tiswadi,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"Plot No.3, Cujira Educational Complex, Bambolim",403005,N/A,kbhs@rediffmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.804583,N/A,N/A,"DR K B HEDGEWAR PRIMARY AND HIGH SCHOOL, ASNODA",https://kys.udiseplus.gov.in/#/schooldetail/4800197/12,North Goa,Bardez,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"H.No.265, Salchawada, Asnoda, Bardez, Goa- 403503",403503,N/A,drkbhedgewarschoolassonoda@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.860941,N/A,N/A,DR. K. B. HEDGEWAR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4801586/12,North Goa,Bicholim,2025-26,1-Primary,4-Government Aided,1 To 4,3-Co-educational,1-Rural,"Karapur - Tisk, Sankhali - Goa",403505,N/A,kbhvidyamandir@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.917192,N/A,N/A,DR. K.B. HEDGEWAR VIDYAMANDIR,https://kys.udiseplus.gov.in/#/schooldetail/4800233/12,North Goa,Bicholim,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,1-Rural,"Karapur Tisk, Sankhali Goa",403505,N/A,kbhvidyamandir@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:36.971445,N/A,N/A,DR T B CUNHA GOVT HIGHER SEC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800856/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,1-Department of Education,11 To 12,3-Co-educational,2-Urban,"Near Campal Parade Ground, Campal, Panaji, Goa",403001,N/A,tbcunhahrsec@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.025323,N/A,N/A,EDEN PRIMARY PRE PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800718/12,North Goa,Bardez,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,2-Urban,"VRINDAVAN BLDG., FEIRA - ALTO, MAPUSA",403507,N/A,eden.school.goa@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.082686,N/A,N/A,EPHIGENIA ENGLISH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800298/12,North Goa,Tiswadi,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,1-Rural,Dias Building St.Cruz Tiswadi Goa,403005,N/A,naikmadhu085@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.133041,N/A,N/A,"ESTELLAR HIGHER SECONDARY SCHOOL OF EXCELLENCE, PENHA DE FRANCA, BARDEZ GOA",https://kys.udiseplus.gov.in/#/schooldetail/4801585/12,North Goa,Bardez,2025-26,11-Higher Secondary only/Jr. College,5-Private Unaided (Recognized),11 To 12,3-Co-educational,1-Rural,"1603/4, Behind Chodankar Nursing Home,Alto Porvorim, Bardez",403521,N/A,info@estellaredutech.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.187480,N/A,N/A,EZEKIEL METHODIST MIDLE SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800894/12,North Goa,Tiswadi,2025-26,4-Upper Primary only,4-Government Aided,5 To 8,3-Co-educational,1-Rural,"Type-IV, Building-B, Goa medical college,Campus, Bambollim-goa 403202",403202,N/A,emsgoa@rediffmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.237672,N/A,N/A,EZEKIEL METHODIST SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800295/12,North Goa,Tiswadi,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,1-Rural,TYPE IV G.M.C. QTRS BAMBOLIM TISWADI GOA,403202,N/A,emsgoa@rediffmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.289449,N/A,N/A,FAIRYLAND HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800893/12,North Goa,Tiswadi,2025-26,7-Upper Pr. and Secondary,4-Government Aided,5 To 10,3-Co-educational,1-Rural,Batim P.O Goa velha Tiswadi Goa,403108,N/A,fairygoa@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.363564,N/A,N/A,FAIRYLAND PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800809/12,North Goa,Bicholim,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 7,3-Co-educational,2-Urban,"Fairyland PS, Bandarwada Opp KTC Stand, Bicholim Goa",403504,N/A,yasmeenaga8@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.413774,N/A,N/A,FAIRYLAND PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800348/12,North Goa,Tiswadi,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,1-Rural,P.O Goa-Velha Tiswadi Goa.,403108,N/A,fairyprimary@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.465904,N/A,N/A,FAIRYLAND SPECIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800861/12,North Goa,Tiswadi,2025-26,1-Primary,4-Government Aided,1 To 4,3-Co-educational,1-Rural,Batim P.O Goa velha Tiswadi Goa,403108,N/A,fairylandspecial@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.517858,N/A,N/A,FR. AGNEL CENTRAL  SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800516/12,North Goa,Tiswadi,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,1-Rural,"Kantia Bhat, Pilar - Goa",403203,N/A,fragnel.pilar@gmail.com
True,True,GOA,130,NORTH GOA,4001,2025-08-20T16:10:37.583305,N/A,N/A,FR.AGNEL HIGHER SECONDARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/4800507/12,North Goa,Tiswadi,2025-26,11-Higher Secondary only/Jr. College,4-Government Aided,11 To 12,3-Co-educational,1-Rural,"TISWADI, PILAR GOA 403203",403203,N/A,fahsspilar@gmail.com
