has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,school_name,know_more_link,email,operational_status,school_category,school_management,school_type,school_location,address,pin_code
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.312972,N/A,"GOVT. I.V SCHOOL, KHAMBLAIGLAT",https://kys.udiseplus.gov.in/#/schooldetail/2701719/12,soblong@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GOVT.IV.SCHOOL,KHAMBLAIGLAT",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.345576,N/A,"GOVT.I.V.SCHOOL,LATI",https://kys.udiseplus.gov.in/#/schooldetail/2701716/12,anjawgivslati1972@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,LATI HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.387607,N/A,"GOVT.I.V.SCHOOL,SHIRONG",https://kys.udiseplus.gov.in/#/schooldetail/2701712/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,SHIRONG HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.423119,N/A,"GOVT. I.V SCHOOL, SIET",https://kys.udiseplus.gov.in/#/schooldetail/2701720/12,edonsotawsik120@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,Govt I.V. School Siet,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.456556,N/A,GOVT MIDDLE SCHOOL KIBITHOO,https://kys.udiseplus.gov.in/#/schooldetail/2701695/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,VILL KIBITHOO DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.488675,N/A,GOVT.MIDDLE SCHOOL SWAMICAMP,https://kys.udiseplus.gov.in/#/schooldetail/2701646/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT.MIDDLE.SCHOOL SWAMICAMP,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.519197,N/A,GOVT.MIDDLE. SCHOOL WATONG,https://kys.udiseplus.gov.in/#/schooldetail/2701708/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,WATONG HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.551174,N/A,"GOVT.MIDDLSE.SCHOOL,WALLA",https://kys.udiseplus.gov.in/#/schooldetail/2701709/12,bashaimpul@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GMS WALLA WALONG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.616162,N/A,"GOVT.MID.SCHOOL, CHAGLAGAM",https://kys.udiseplus.gov.in/#/schooldetail/2701692/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. MIDDLE SCHOOL CHAGLAGAM,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.647708,N/A,GOVT MID. SCHOOL CHAMELIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701645/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT MID SCHOOLCHAMELIANG .,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.676944,N/A,"GOVT. MID. SCHOOL,CHIPRU",https://kys.udiseplus.gov.in/#/schooldetail/2701682/12,talyosonemso@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. MIDDLE SCHOOL CHIPRU,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.708473,N/A,"GOVT.MID.SCHOOL,DINGLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701638/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT MIDDLE SCHOOL DINGLIANG.,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.737743,N/A,"GOVT.MID.SCHOOL, DORINGKO",https://kys.udiseplus.gov.in/#/schooldetail/2701687/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. MIDDLE SCHOOL DORINGKO,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.768162,N/A,GOVT.MID.SCHOOL GAMLIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701668/12,yunbijay1985@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT MIDDLE SCHOOL GAMLIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.797925,N/A,GOVT.MID.SCHOOL.GOILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701671/12,info.kbellai@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT.MID.SCHOOL GOILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.827680,N/A,"GOVT.MID.SCHOOL,KHERANG",https://kys.udiseplus.gov.in/#/schooldetail/2701715/12,yunawolum@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,KHERANG HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.857341,N/A,"GOVT.MID.SCHOOL,KHUPA",https://kys.udiseplus.gov.in/#/schooldetail/2701642/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT MIDDLE SCHOOL KHUPA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.888900,N/A,GOVT.MID.SCHOOL LAUTUL,https://kys.udiseplus.gov.in/#/schooldetail/2701701/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,LAUTUL HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.949980,N/A,"GOVT.MID.SCHOOL,METANGLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701675/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. MIDDLE SCHOOL METANGLIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:04.979198,N/A,"GOVT.MID.SCHOOL,MOHIKONG",https://kys.udiseplus.gov.in/#/schooldetail/2701649/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT.MID.SCHOOL MOHIKONG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.007916,N/A,"GOVT.MID.SCHOOL , SUNG",https://kys.udiseplus.gov.in/#/schooldetail/2701714/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,SUNG HAWAI ANJAW DIST,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.036802,N/A,"GOVT.MID.SCHOOL, SUPLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701661/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT MIDDLE SCHOOL SUPLIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.067092,N/A,GOVT.MID.SCHOOL TAFRALIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701641/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT.MID.SCHOOL TAFRALIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.100182,N/A,GOVT.PRIMARY SCHOOL APHUMNA,https://kys.udiseplus.gov.in/#/schooldetail/2701678/12,bellaibapan@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL APHUMNA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.131876,N/A,"GOVT.PRIMARY SCHOOL,CHARNAI",https://kys.udiseplus.gov.in/#/schooldetail/2701706/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS CHARNAI HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.162824,N/A,"GOVT. PRIMARY SCHOOL, CHILLANG",https://kys.udiseplus.gov.in/#/schooldetail/2703440/12,kesangtseringthungon@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL CHILLANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.193805,N/A,GOVT PRIMARY SCHOOL CHIRANG,https://kys.udiseplus.gov.in/#/schooldetail/2701663/12,geminsaringh@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT PRIMARY SCHOOL CHIRANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.228639,N/A,"GOVT. PRIMARY SCHOOL, GAB",https://kys.udiseplus.gov.in/#/schooldetail/2700218/12,sanjaykrong2020@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GOVT. PRIMARY SCHOOL, GAB",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.292950,N/A,"GOVT. PRIMARY SCHOOL, HAMATONG",https://kys.udiseplus.gov.in/#/schooldetail/2701721/12,hakungelatso463@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL HAMATONG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.325449,N/A,GOVT.PRIMARY SCHOOL HAYUM,https://kys.udiseplus.gov.in/#/schooldetail/2701722/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,NA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.354914,N/A,GOVT PRIMARY SCHOOL HUILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701653/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT PRIMARY SCHOOL HUILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.389145,N/A,GOVT.PRIMARY SCHOOL PAYA,https://kys.udiseplus.gov.in/#/schooldetail/2701639/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT PRIMARY SCHOOL PAYA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.420037,N/A,"GOVT. PRIMARY SCHOOL, PHANGLONGLAT",https://kys.udiseplus.gov.in/#/schooldetail/2703445/12,khupemmanyu@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL PHANGLONGAT,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.453494,N/A,GOVT.PRIMARY SCHOOL RUTI,https://kys.udiseplus.gov.in/#/schooldetail/2701703/12,tawsikbahunso@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS RUTI KHERANG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.485220,N/A,GOVT.PRIMARY SCHOOL TINAI,https://kys.udiseplus.gov.in/#/schooldetail/2701696/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS TINAI WALONG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.514766,N/A,"GOVT. PRIMARY SCHOOL, TOWA",https://kys.udiseplus.gov.in/#/schooldetail/2701718/12,krongmohimso@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL TOWA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.544726,N/A,"GOVT.PRY.SCHOOL,BHAW",https://kys.udiseplus.gov.in/#/schooldetail/2701713/12,amitchaitom1980@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS Bhaw under Hawai Walong block,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.576370,N/A,GOVT.PRY.SCHOOL BOMNA,https://kys.udiseplus.gov.in/#/schooldetail/2701684/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL BOMNA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.637309,N/A,GOVT.PRY.SCHOOL CHAKKA,https://kys.udiseplus.gov.in/#/schooldetail/2701683/12,amtmark38@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL CHAKKA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.668349,N/A,"GOVT.PRY.SCHOOL, CHIPUILIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701686/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL CHIPUILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.697526,N/A,"GOVT.PRY.SCHOOL,DILLANG",https://kys.udiseplus.gov.in/#/schooldetail/2701669/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GPS DILLANG, GOILIANG, ANJAW DIST",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.726211,N/A,GOVT.PRY.SCHOOL DUILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701667/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT.PRY.SCHOOL DUILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.754808,N/A,GOVT.PRY. SCHOOL GLOTONGLAT,https://kys.udiseplus.gov.in/#/schooldetail/2703430/12,bellaibajum@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GPS Glotonglat, Hayuliang block",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.785836,N/A,"GOVT.PRY.SCHOOL,GOMIN",https://kys.udiseplus.gov.in/#/schooldetail/2701689/12,kamitabing@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL GOMIN,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.815697,N/A,"GOVT.PRY.SCHOOL,HALAIKRONG",https://kys.udiseplus.gov.in/#/schooldetail/2701711/12,c7halai@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS HALAIKRONG WALONG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.845310,N/A,"GOVT.PRY.SCHOOL,HAWAI",https://kys.udiseplus.gov.in/#/schooldetail/2701480/12,aminatawsik55@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS HAWAI HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.875306,N/A,GOVT.PRY.SCHOOL KAHOO,https://kys.udiseplus.gov.in/#/schooldetail/2701693/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS KAHO WALONG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.906448,N/A,GOVT.PRY.SCHOOL KANGULIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701673/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT.PRY.SCHOOL KANGULIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.967372,N/A,"GOVT.PRY.SCHOOL, KASANGLAT",https://kys.udiseplus.gov.in/#/schooldetail/2701666/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GPS Kasanglat, Hayuliang Block",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:05.997395,N/A,GOVT.PRY.SCHOOL KHROLANG,https://kys.udiseplus.gov.in/#/schooldetail/2701674/12,gpskhrolang@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT PRIMARY SCHOOL KHROLANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.027165,N/A,"GOVT.PRY.SCHOOL, LAMALIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701650/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,NA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.055275,N/A,"GOVT.PRY.SCHOOL,LOILIANG",https://kys.udiseplus.gov.in/#/schooldetail/2703167/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"Govt. Primary School, Loiliang",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.084061,N/A,GOVT.PRY.SCHOOL MESAI,https://kys.udiseplus.gov.in/#/schooldetail/2701694/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,MESAI HAWAI ANJAW DIST,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.119066,N/A,"GOVT.PRY.SCHOOL,MITHUMNA",https://kys.udiseplus.gov.in/#/schooldetail/2701691/12,walanijenow@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL SCHOOL MITHUMNA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.149413,N/A,"GOVT.PRY.SCHOOL,NENULIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701654/12,RDphaichurpa11@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT.PRY.SCHOOL NENULIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.178521,N/A,GOVT.PRY. SCHOOL NUKUNG,https://kys.udiseplus.gov.in/#/schooldetail/2701710/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS NUKUNG HAWAI DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.207651,N/A,"GOVT.PRY.SCHOOL, RANGOM",https://kys.udiseplus.gov.in/#/schooldetail/2701662/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,"GPS Rangam, Hayuliang Block",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.238047,N/A,GOVT.PRY. SCHOOL SENGUNG,https://kys.udiseplus.gov.in/#/schooldetail/2703168/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,NA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.297376,N/A,"GOVT.PRY.SCHOOL,TAFLAGAM",https://kys.udiseplus.gov.in/#/schooldetail/2701680/12,chanfilummayi1983@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL TAFLAGAM,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.327123,N/A,"GOVT.PRY.SCHOOL,TAMBLU",https://kys.udiseplus.gov.in/#/schooldetail/2701702/12,bmassong1981@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS TAMBLU KHERANG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.356341,N/A,"GOVT.PRY.SCHOOL,TAPANG",https://kys.udiseplus.gov.in/#/schooldetail/2701670/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT.PRY.SCHOOL TAPANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.393849,N/A,GOVT.PRY.SCHOOL TARAMPA,https://kys.udiseplus.gov.in/#/schooldetail/2701679/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT. PRIMARY SCHOOL TARAMPA,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.422503,N/A,"GOVT.PRY.SCHOOL,TIDDING",https://kys.udiseplus.gov.in/#/schooldetail/2701672/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GOVT.PRY.SCHOOL TIDDING,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.452568,N/A,"GOVT.PRY.SCHOOL,WAMLIANG",https://kys.udiseplus.gov.in/#/schooldetail/2701707/12,southnminingswamliang@gmail.com,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,GPS WAMLIANG KHERANG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.481828,N/A,"GOVT.PRY.SCHOOL,YASHONG",https://kys.udiseplus.gov.in/#/schooldetail/2701698/12,N/A,N/A,1-Primary,1-Department of Education,3-Co-educational,N/A,Govt. Primary School Yasong,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.510230,N/A,GOVT.RESIDENTIAL SCHOOL HAMAKO,https://kys.udiseplus.gov.in/#/schooldetail/2701690/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. RESIDENTIAL SCHOOL HAMAKO,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.538850,N/A,"GOVT. RESIDENTIAL SCHOOL, KRAPMA",https://kys.udiseplus.gov.in/#/schooldetail/2701717/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,"GOVT. RESIDENTIAL SCHOOL, KRAPMA",N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.568876,N/A,GOVT RESIDENTIALSCHOOLMAILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701681/12,hanyalum79@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. RESIDENTIAL SCHOOL MAILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.629249,N/A,GOVTRESIDENTIALSCHOOLROILIANG,https://kys.udiseplus.gov.in/#/schooldetail/2701688/12,chaitombakhruso@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GOVT. RESIDENTIAL SCHOOL ROILIANG,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.659385,N/A,GOVT.RESIDENTIAL SCHOOL SARTI,https://kys.udiseplus.gov.in/#/schooldetail/2701697/12,N/A,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GRS SARTI WALONG DIST ANJAW,N/A
True,True,ARUNACHAL PRADESH,112,ANJAW,2216,2025-08-20T11:30:06.688015,N/A,GOVT.RES.SCHOOL LONGLING,https://kys.udiseplus.gov.in/#/schooldetail/2701704/12,baidioksokrong@gmail.com,N/A,2-Primary with Upper Primary,1-Department of Education,3-Co-educational,N/A,GRS LONGLING HAWAI DIST ANJAW,N/A
